UUID;Teste automático;Modo;Tratamento;Tabela (Modbus);Tipo (Modbus);Registrador (Modbus);Tipo (DNP3);Índice (DNP3);Limite inferior;Limite superior;Valor default;Divisor;Unidade pt;Unidade en;Unidade es;Conversão pt;Conversão en;Conversão es;Opcional;Condicional;Nível de acesso;Descrição pt;Descrição en;Descrição es;Display pt;Display en;Display es;Observações;Funcionalidade pt;Funcionalidade en;Funcionalidade es;Grupo pt;Grupo en;Grupo es;Classificação;Gráfico rápido;Histórico de dados;IEC 61850;Link;CDC;;UUID;Display pt
5047aed389ab4ac0ad572a4e268d9a7e;1;R;16;TabLeituraEnrolamento1;Input register;10201;Analog input;23;-550;2000;0;10;°C;°C;;;;;;;Público;Indicação de temperatura máxima do enrolamento 1;Indication of winding 1 maximum temperature;;;;;;;;;Temperaturas;Temperatures;;Geral;;Sim;;;;;14b5e559591941fe8e4b0415da2677ec;
906a3db0f84d486f9e68ba7133e4753d;1;R;16;TabLeituraEnrolamento1;Input register;10202;Analog input;24;0;65535;0;1;ms;ms;;;;;;;Público;Indicação de timestamp da temperatura máxima do enrolamento 1 - H;Indication of winding 1 maximum temperature timestamp - H;;;;;;;;;;;;;;;;;;;6c073b6fc4b545799b9305bb0db76a42;
ae7ffb3fe17340518732852a480e2358;1;R;16;TabLeituraEnrolamento1;Input register;10203;Analog input;25;0;65535;0;1;ms;ms;;;;;;;Público;Indicação de timestamp da temperatura máxima do enrolamento 1 - M;Indication of winding 1 maximum temperature timestamp - M;;;;;;;;;;;;;;;;;;;d659c1a771d34ff48d902e24e2c6fa55;
14b5e559591941fe8e4b0415da2677ec;1;R;16;TabLeituraEnrolamento1;Input register;10204;Analog input;26;0;65535;0;1;ms;ms;;;;;;;Público;Indicação de timestamp da temperatura máxima do enrolamento 1 - L;Indication of winding 1 maximum temperature timestamp - L;;;;;;;;;;;;;;;;;;;a0d128da48a94e80aa3dff0e1c0903f5;
6c073b6fc4b545799b9305bb0db76a42;1;R;16;TabLeituraEnrolamento1;Input register;10205;Analog input;27;0;200;0;10;min;min;;;;;;;Público;Indicação de tempo de retardo para desligamento por temperatura do enrolamento 1;Indication of delay time for trip by winding 1 temperature;;;;;;;;;;;;Debug;;;;;;;f605b7231cfc4c1680a25e8f6fc3e8c9;
d659c1a771d34ff48d902e24e2c6fa55;1;R;16;TabLeituraEnrolamento1;Input register;10206;Analog input;28;-550;2000;0;10;°C;°C;;;;;;;Público;Indicação de gradiente final de temperatura do enrolamento 1;Indication of winding 1 final temperature gradient;;;;;;;;;Temperaturas;Temperatures;;Geral;;Sim;;;;;6096885a31b141e79a58036e38e1d446;
a0d128da48a94e80aa3dff0e1c0903f5;1;R;16;TabLeituraEnrolamento1;Input register;10207;Analog input;29;0;5000;0;10;%;%;;;;;;;Público;Indicação de percentual de carga do enrolamento 1;Indication of winding 1 load percentage;;;;;;;;;Carregamentos;Load;;Geral;Sim;Sim;;;;;;
f605b7231cfc4c1680a25e8f6fc3e8c9;1;R;16;TabLeituraEnrolamento1;Input register;10208;Analog input;30;0;65535;0;100;kA;kA;;;;;;;Público;Indicação de corrente do enrolamento 1;Indication of winding 1 current;;;;;;;;;Carregamentos;Load;;Geral;Sim;Sim;;;;;b17c740f3591497bb4da33015398c40f;
6096885a31b141e79a58036e38e1d446;1;R;16;TabLeituraEnrolamento1;Input register;10209;Analog input;31;0;1100;0;100;A;A;;;;;;;Público;Indicação de corrente no secundário do TC do enrolamento 1;Indication of winding 1 CT secondary current;;;;;;;;;Carregamentos;Load;;Geral;;Sim;;;;;40bff9b567124036b4a3e7255f9638cc;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f5278007a0af474b8180a27127cab817;
b17c740f3591497bb4da33015398c40f;1;R;Bit;TabLeituraBinEnrolamento2;Discrete input;10300;Binary input;65;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de autodiagnóstico de overflow da temperatura do enrolamento 2;Indication of self-diagnosis for winding 2 temperature overflow;;;;;;;;;;;;Autodiagnóstico;;;;;;;9805fa7990db410b95dbb35520ad5c6a;
40bff9b567124036b4a3e7255f9638cc;1;R;Bit;TabLeituraBinEnrolamento2;Discrete input;10301;Binary input;66;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de memória de autodiagnóstico de overflow da temperatura do enrolamento 2;Indication of self-diagnosis memory for winding 2 temperature overflow;;;;;;;;;;;;Debug;;;;;;;dd05e8f81f114fa286c27d76ea7440e3;
f5278007a0af474b8180a27127cab817;1;R;Bit;TabLeituraBinEnrolamento2;Discrete input;10302;Binary input;67;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de alarme por temperatura do enrolamento 2;Indication of alarm by winding 2 temperature;;;;;;;;;;;;Alarme;;;;;;;11b97e105cba41cb95cb02841bf6b934;
9805fa7990db410b95dbb35520ad5c6a;1;R;Bit;TabLeituraBinEnrolamento2;Discrete input;10303;Binary input;68;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de memória de alarme por temperatura do enrolamento 2;Indication of alarm memory by winding 2 temperature;;;;;;;;;;;;Debug;;;;;;;bd2132b6fa464264b333c240ba1a4b75;
dd05e8f81f114fa286c27d76ea7440e3;1;R;Bit;TabLeituraBinEnrolamento2;Discrete input;10304;Binary input;69;0;1;0;1;;;;0=Não\1=Sim;0=No\1=Yes;;;;Público;Indicação de desligamento por temperatura do enrolamento 2;Indication of trip by winding 2 temperature;;;;;;;;;;;;Alarme;;;;;;;adffbb4068c045c5a63286964f62101f;
11b97e105cba41cb95cb02841bf6b934;1;R;Bit;TabLeituraBinEnrolamento2;Discrete input;10305;Binary input;70;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de memória de alarme por desligamento por temperatura do enrolamento 2;Indication of alarm memory by trip by winding 2 temperature;;;;;;;;;;;;Debug;;;;;;;2730f9dd2f114b9aa1ff26ea83aa713a;
bd2132b6fa464264b333c240ba1a4b75;1;R;Bit;TabLeituraBinEnrolamento2;Discrete input;10306;Binary input;71;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de alarme por retardo de desligamento por temperatura do enrolamento 2;Indication of alarm by delay for trip by winding 2 temperature;;;;;;;;;;;;Alarme;;;;;;;5f9e590e46344ef5a7a0c65e4160f715;
adffbb4068c045c5a63286964f62101f;1;R;Bit;TabLeituraBinEnrolamento2;Discrete input;10307;Binary input;72;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de memória de alarme por retardo de desligamento por temperatura do enrolamento 2;Indication of alarm memory by delay for trip by winding 2 temperature;;;;;;;;;;;;Debug;;;;;;;d5796147087a4ec784b76427098e110f;
2730f9dd2f114b9aa1ff26ea83aa713a;1;R;Bit;TabLeituraBinEnrolamento2;Discrete input;10308;;;0;1;0;1;;;;0=Ruim\1=Boa;0=Bad\1=Good;;;;Público;Indicação de qualidade da temperatura do enrolamento 2;Indication of quality of winding 2 temperature;;;;;;;;;;;;;;;;;;;1a15e6ca75aa400bb448c71fb927b4b5;
5f9e590e46344ef5a7a0c65e4160f715;1;R;Bit;TabLeituraBinEnrolamento2;Discrete input;10309;;;0;1;0;1;;;;0=Ruim\1=Boa;0=Bad\1=Good;;;;Público;Indicação de qualidade da temperatura máxima do enrolamento 2;Indication of quality of winding 2 maximum temperature;;;;;;;;;;;;;;;;;;;cbdce8c8942d48008bcd3cdae5b40918;
d5796147087a4ec784b76427098e110f;1;R;Bit;TabLeituraBinEnrolamento2;Discrete input;10310;;;0;1;0;1;;;;0=Ruim\1=Boa;0=Bad\1=Good;;;;Público;Indicação de qualidade do timestamp da temperatura máxima do enrolamento 2;Indication of quality of winding 2 maximum temperature timestamp;;;;;;;;;;;;;;;;;;;2ce47c083ba94a16bea5758c7ef653f2;
1a15e6ca75aa400bb448c71fb927b4b5;1;R;Bit;TabLeituraBinEnrolamento2;Discrete input;10311;;;0;1;0;1;;;;0=Ruim\1=Boa;0=Bad\1=Good;;;;Público;Indicação de qualidade do gradiente final do enrolamento 2;Indication of quality of winding 2 final gradient;;;;;;;;;;;;;;;;;;;c13d179cf8224ad4b4b07d500b97458c;
cbdce8c8942d48008bcd3cdae5b40918;1;R;Bit;TabLeituraBinEnrolamento2;Discrete input;10312;;;0;1;0;1;;;;0=Ruim\1=Boa;0=Bad\1=Good;;;;Público;Indicação de qualidade do percentual de carga do enrolamento 2;Indication of quality of winding 2 load percentage;;;;;;;;;;;;;;;;;;;;
2ce47c083ba94a16bea5758c7ef653f2;1;R;Bit;TabLeituraBinEnrolamento2;Discrete input;10313;;;0;1;0;1;;;;0=Ruim\1=Boa;0=Bad\1=Good;;;;Público;Indicação de qualidade da corrente do enrolamento 2;Indication of quality of winding 2 current;;;;;;;;;;;;;;;;;;;c17952eb78174be092494df7dd164af0;
c13d179cf8224ad4b4b07d500b97458c;1;R;Bit;TabLeituraBinEnrolamento2;Discrete input;10314;;;0;1;0;1;;;;0=Ruim\1=Boa;0=Bad\1=Good;;;;Público;Indicação de qualidade da corrente no secundário do TC do enrolamento 2;Indication of quality of winding 2 CT secondary current;;;;;;;;;;;;;;;;;;;797f63c794394096926c31e24b2fb06d;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dfdea25e5df84fb3a2f3878886b5dd74;
c17952eb78174be092494df7dd164af0;1;R;16;TabLeituraEnrolamento2;Input register;10300;Analog input;32;-550;2000;0;10;°C;°C;;;;;;;Público;Indicação de temperatura do enrolamento 2;Indication of winding 2 temperature;;;;;;;;;Temperaturas;Temperatures;;Geral;Sim;Sim;;;;;5dfbc77b88834e088c566c09e62f4d14;
797f63c794394096926c31e24b2fb06d;1;R;16;TabLeituraEnrolamento2;Input register;10301;Analog input;33;-550;2000;0;10;°C;°C;;;;;;;Público;Indicação de temperatura máxima do enrolamento 2;Indication of winding 2 maximum temperature;;;;;;;;;Temperaturas;Temperatures;;Geral;;Sim;;;;;a65fd219e74542b4848df3f64be12fde;
dfdea25e5df84fb3a2f3878886b5dd74;1;R;16;TabLeituraEnrolamento2;Input register;10302;Analog input;34;0;65535;0;1;ms;ms;;;;;;;Público;Indicação de timestamp da temperatura máxima do enrolamento 2 - H;Indication of winding 2 maximum temperature timestamp - H;;;;;;;;;;;;;;;;;;;577d5214318c4b0ca05995babe39f43c;
5dfbc77b88834e088c566c09e62f4d14;1;R;16;TabLeituraEnrolamento2;Input register;10303;Analog input;35;0;65535;0;1;ms;ms;;;;;;;Público;Indicação de timestamp da temperatura máxima do enrolamento 2 - M;Indication of winding 2 maximum temperature timestamp - M;;;;;;;;;;;;;;;;;;;bd8b2208877442c0a05682651694d529;
a65fd219e74542b4848df3f64be12fde;1;R;16;TabLeituraEnrolamento2;Input register;10304;Analog input;36;0;65535;0;1;ms;ms;;;;;;;Público;Indicação de timestamp da temperatura máxima do enrolamento 2 - L;Indication of winding 2 maximum temperature timestamp - L;;;;;;;;;;;;;;;;;;;5c4d2116ec5a410b96002603f2e7e0a8;
577d5214318c4b0ca05995babe39f43c;1;R;16;TabLeituraEnrolamento2;Input register;10305;Analog input;37;0;200;0;10;min;min;;;;;;;Público;Indicação de tempo de retardo para desligamento por temperatura do enrolamento 2;Indication of delay time for trip by winding 2 temperature;;;;;;;;;;;;Debug;;;;;;;b283d3fa2b08477bbfbc496610e2045b;
bd8b2208877442c0a05682651694d529;1;R;16;TabLeituraEnrolamento2;Input register;10306;Analog input;38;-550;2000;0;10;°C;°C;;;;;;;Público;Indicação de gradiente final de temperatura do enrolamento 2;Indication of winding 2 final temperature gradient;;;;;;;;;Temperaturas;Temperatures;;Geral;;Sim;;;;;f3a5390e5dbc4e0ab1a1c0b09ac74d31;
5c4d2116ec5a410b96002603f2e7e0a8;1;R;16;TabLeituraEnrolamento2;Input register;10307;Analog input;39;0;5000;0;10;%;%;;;;;;;Público;Indicação de percentual de carga do enrolamento 2;Indication of winding 2 load percentage;;;;;;;;;Carregamentos;Load;;Geral;Sim;Sim;;;;;;
b283d3fa2b08477bbfbc496610e2045b;1;R;16;TabLeituraEnrolamento2;Input register;10308;Analog input;40;0;65535;0;100;kA;kA;;;;;;;Público;Indicação de corrente do enrolamento 2;Indication of winding 2 current;;;;;;;;;Carregamentos;Load;;Geral;Sim;Sim;;;;;4152d61dbf1f45b882af8e7356f5c91c;
f3a5390e5dbc4e0ab1a1c0b09ac74d31;1;R;16;TabLeituraEnrolamento2;Input register;10309;Analog input;41;0;1100;0;100;A;A;;;;;;;Público;Indicação de corrente no secundário do TC do enrolamento 2;Indication of winding 2 CT secondary current;;;;;;;;;Carregamentos;Load;;Geral;;Sim;;;;;5885f35304d54e7d9d2e2af26bc6982d;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2913597406dd4d9bae621411ad1ca9fa;
4152d61dbf1f45b882af8e7356f5c91c;1;R;Bit;TabLeituraBinEnrolamento3;Discrete input;10400;Binary input;73;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de autodiagnóstico de overflow da temperatura do enrolamento 3;Indication of self-diagnosis for winding 3 temperature overflow;;;;;;;;;;;;Autodiagnóstico;;;;;;;d75e3c6d8cf94669b004b61acaf60f0a;
5885f35304d54e7d9d2e2af26bc6982d;1;R;Bit;TabLeituraBinEnrolamento3;Discrete input;10401;Binary input;74;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de memória de autodiagnóstico de overflow da temperatura do enrolamento 3;Indication of self-diagnosis memory for winding 3 temperature overflow;;;;;;;;;;;;Debug;;;;;;;894e92e0228948bc88deb779c150346f;
2913597406dd4d9bae621411ad1ca9fa;1;R;Bit;TabLeituraBinEnrolamento3;Discrete input;10402;Binary input;75;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de alarme por temperatura do enrolamento 3;Indication of alarm by winding 3 temperature;;;;;;;;;;;;Alarme;;;;;;;ea67ed8092d840aaa055fbac427192cc;
d75e3c6d8cf94669b004b61acaf60f0a;1;R;Bit;TabLeituraBinEnrolamento3;Discrete input;10403;Binary input;76;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de memória de alarme por temperatura do enrolamento 3;Indication of alarm memory by winding 3 temperature;;;;;;;;;;;;Debug;;;;;;;2b647530b53f49b3b5ebf36afbe39c83;
894e92e0228948bc88deb779c150346f;1;R;Bit;TabLeituraBinEnrolamento3;Discrete input;10404;Binary input;77;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de desligamento por temperatura do enrolamento 3;Indication of trip by winding 3 temperature;;;;;;;;;;;;Alarme;;;;;;;83446521a3d64e7196ddc6c5e3814519;
ea67ed8092d840aaa055fbac427192cc;1;R;Bit;TabLeituraBinEnrolamento3;Discrete input;10405;Binary input;78;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de memória de alarme por desligamento por temperatura do enrolamento 3;Indication of alarm memory by trip by winding 3 temperature;;;;;;;;;;;;Debug;;;;;;;ba896415a6cb498d84c2a0f74755e3c4;
2b647530b53f49b3b5ebf36afbe39c83;1;R;Bit;TabLeituraBinEnrolamento3;Discrete input;10406;Binary input;79;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de alarme por retardo de desligamento por temperatura do enrolamento 3;Indication of alarm by delay for trip by winding 3 temperature;;;;;;;;;;;;Alarme;;;;;;;4f54cb327d2944879f1e08611cdde55f;
83446521a3d64e7196ddc6c5e3814519;1;R;Bit;TabLeituraBinEnrolamento3;Discrete input;10407;Binary input;80;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;;;Público;Indicação de memória de alarme por retardo de desligamento por temperatura do enrolamento 3;Indication of alarm memory by delay for trip by winding 3 temperature;;;;;;;;;;;;Debug;;;;;;;7ce043f1a8894cce9006150688a49f42;
ba896415a6cb498d84c2a0f74755e3c4;1;R;Bit;TabLeituraBinEnrolamento3;Discrete input;10408;;;0;1;0;1;;;;0=Ruim\1=Boa;0=Bad\1=Good;;;;Público;Indicação de qualidade da temperatura do enrolamento 3;Indication of quality of winding 3 temperature;;;;;;;;;;;;;;;;;;;3a72548780c840d6a3fbf0137bb17456;
4f54cb327d2944879f1e08611cdde55f;1;R;Bit;TabLeituraBinEnrolamento3;Discrete input;10409;;;0;1;0;1;;;;0=Ruim\1=Boa;0=Bad\1=Good;;;;Público;Indicação de qualidade da temperatura máxima do enrolamento 3;Indication of quality of winding 3 maximum temperature;;;;;;;;;;;;;;;;;;;dccd127d633245a2b7ed479dc4e1e6ec;
7ce043f1a8894cce9006150688a49f42;1;R;Bit;TabLeituraBinEnrolamento3;Discrete input;10410;;;0;1;0;1;;;;0=Ruim\1=Boa;0=Bad\1=Good;;;;Público;Indicação de qualidade do timestamp da temperatura máxima do enrolamento 3;Indication of quality of winding 3 maximum temperature timestamp;;;;;;;;;;;;;;;;;;;729f6517bd7a4289ac9dcb6ef48a8fb7;
3a72548780c840d6a3fbf0137bb17456;1;R;Bit;TabLeituraBinEnrolamento3;Discrete input;10411;;;0;1;0;1;;;;0=Ruim\1=Boa;0=Bad\1=Good;;;;Público;Indicação de qualidade do gradiente final do enrolamento 3;Indication of quality of winding 3 final gradient;;;;;;;;;;;;;;;;;;;f974880b9bed46629bac17cf96026ec9;
dccd127d633245a2b7ed479dc4e1e6ec;1;R;Bit;TabLeituraBinEnrolamento3;Discrete input;10412;;;0;1;0;1;;;;0=Ruim\1=Boa;0=Bad\1=Good;;;;Público;Indicação de qualidade do percentual de carga do enrolamento 3;Indication of quality of winding 3 load percentage;;;;;;;;;;;;;;;;;;;;
729f6517bd7a4289ac9dcb6ef48a8fb7;1;R;Bit;TabLeituraBinEnrolamento3;Discrete input;10413;;;0;1;0;1;;;;0=Ruim\1=Boa;0=Bad\1=Good;;;;Público;Indicação de qualidade da corrente do enrolamento 3;Indication of quality of winding 3 current;;;;;;;;;;;;;;;;;;;1a1395c1b83447c1850aedc1377e9773;
f974880b9bed46629bac17cf96026ec9;1;R;Bit;TabLeituraBinEnrolamento3;Discrete input;10414;;;0;1;0;1;;;;0=Ruim\1=Boa;0=Bad\1=Good;;;;Público;Indicação de qualidade da corrente no secundário do TC do enrolamento 3;Indication of quality of winding 3 CT secondary current;;;;;;;;;;;;;;;;;;;6e9e88b2345347b08d2440ce35dd69bc;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9815c7b268744db7947188db55941c84;
1a1395c1b83447c1850aedc1377e9773;1;R;16;TabLeituraEnrolamento3;Input register;10400;Analog input;42;-550;2000;0;10;°C;°C;;;;;;;Público;Indicação de temperatura do enrolamento 3;Indication of winding 3 temperature;;;;;;;;;Temperaturas;Temperatures;;Geral;Sim;Sim;;;;;013f65e9f056495bb68b28511d43ed7f;
6e9e88b2345347b08d2440ce35dd69bc;1;R;16;TabLeituraEnrolamento3;Input register;10401;Analog input;43;-550;2000;0;10;°C;°C;;;;;;;Público;Indicação de temperatura máxima do enrolamento 3;Indication of winding 3 maximum temperature;;;;;;;;;Temperaturas;Temperatures;;Geral;;Sim;;;;;fb115bd579d94ab684ae7d8da7861fd0;
9815c7b268744db7947188db55941c84;1;R;16;TabLeituraEnrolamento3;Input register;10402;Analog input;44;0;65535;0;1;ms;ms;;;;;;;Público;Indicação de timestamp da temperatura máxima do enrolamento 3 - H;Indication of winding 3 maximum temperature timestamp - H;;;;;;;;;;;;;;;;;;;fb922b5993834c78985496e6483e88eb;
013f65e9f056495bb68b28511d43ed7f;1;R;16;TabLeituraEnrolamento3;Input register;10403;Analog input;45;0;65535;0;1;ms;ms;;;;;;;Público;Indicação de timestamp da temperatura máxima do enrolamento 3 - M;Indication of winding 3 maximum temperature timestamp - M;;;;;;;;;;;;;;;;;;;8c7227fee9d14e1b8ae1089f3e83aa13;
fb115bd579d94ab684ae7d8da7861fd0;1;R;16;TabLeituraEnrolamento3;Input register;10404;Analog input;46;0;65535;0;1;ms;ms;;;;;;;Público;Indicação de timestamp da temperatura máxima do enrolamento 3 - L;Indication of winding 3 maximum temperature timestamp - L;;;;;;;;;;;;;;;;;;;f6a43a0f1d49461dbcf9923a65a7879c;
fb922b5993834c78985496e6483e88eb;1;R;16;TabLeituraEnrolamento3;Input register;10405;Analog input;47;0;200;0;10;min;min;;;;;;;Público;Indicação de tempo de retardo para desligamento por temperatura do enrolamento 3;Indication of delay time for trip by winding 3 temperature;;;;;;;;;;;;Debug;;;;;;;3580e918a8334e1bb008b187c2554f6c;
8c7227fee9d14e1b8ae1089f3e83aa13;1;R;16;TabLeituraEnrolamento3;Input register;10406;Analog input;48;-550;2000;0;10;°C;°C;;;;;;;Público;Indicação de gradiente final de temperatura do enrolamento 3;Indication of winding 3 final temperature gradient;;;;;;;;;Temperaturas;Temperatures;;Geral;;Sim;;;;;d440e2799a68437aa8768e2f34f277b2;
f6a43a0f1d49461dbcf9923a65a7879c;1;R;16;TabLeituraEnrolamento3;Input register;10407;Analog input;49;0;5000;0;10;%;%;;;;;;;Público;Indicação de percentual de carga do enrolamento 3;Indication of winding 3 load percentage;;;;;;;;;Carregamentos;Load;;Geral;Sim;Sim;;;;;;
3580e918a8334e1bb008b187c2554f6c;1;R;16;TabLeituraEnrolamento3;Input register;10408;Analog input;50;0;65535;0;100;kA;kA;;;;;;;Público;Indicação de corrente do enrolamento 3;Indication of winding 3 current;;;;;;;;;Carregamentos;Load;;Geral;Sim;Sim;;;;;104040014ad54d39b9a1ed571b1f2568;
d440e2799a68437aa8768e2f34f277b2;1;R;16;TabLeituraEnrolamento3;Input register;10409;Analog input;51;0;1100;0;100;A;A;;;;;;;Público;Indicação de corrente no secundário do TC do enrolamento 3;Indication of winding 3 CT secondary current;;;;;;;;;Carregamentos;Load;;Geral;;Sim;;;;;f74bf00e607140a98a78351e9fcf832a;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7a726b6f2c8a42b39cf2ca6de11318a8;
104040014ad54d39b9a1ed571b1f2568;1;R;Bit;TabLeituraBinResfriamento;Discrete input;10700;Binary input;81;0;1;0;1;;;;0=Automático\1=Ligado;0=Automatic\1=On;;;;Público;Indicação de status do grupo de resfriamento 1;Indication of cooling group 1 status;;;;;;;;;Grupos de resfriamento;Cooling groups;;Geral;Sim;Sim;;;;;5f96bf10eb024e3e97a5841f0f17e187;
f74bf00e607140a98a78351e9fcf832a;1;R;Bit;TabLeituraBinResfriamento;Discrete input;10701;Binary input;82;0;1;0;1;;;;0=Automático\1=Ligado;0=Automatic\1=On;;;;Público;Indicação de status do grupo de resfriamento 2;Indication of cooling group 2 status;;;;;;;;;Grupos de resfriamento;Cooling groups;;Geral;Sim;Sim;;;;;;
7a726b6f2c8a42b39cf2ca6de11318a8;1;R;Bit;TabLeituraBinResfriamento;Discrete input;10702;Binary input;83;0;1;0;1;;;;0=Não\1=Sim;0=No\1=Yes;;;;Público;Indicação de ativação do estágio de resfriamento atual por temperatura;Indication of activation of ongoing cooling stage by temperature;;;;;;;;;;;;Debug;;;;;;;e8d6b725f6644aa2b094099f26960ad0;
5f96bf10eb024e3e97a5841f0f17e187;1;R;Bit;TabLeituraBinResfriamento;Discrete input;10703;Binary input;84;0;1;0;1;;;;0=Não\1=Sim;0=No\1=Yes;;PCOL;;Público;Indicação de ativação do estágio de resfriamento atual por carga;Indication of activation of ongoing cooling stage by load;;;;;;;;;;;;Debug;;;;;;;0527acd925094c9092e66a2c7f2eb8e5;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
e8d6b725f6644aa2b094099f26960ad0;1;R;16;TabLeituraResfriamento;Input register;10500;Analog input;52;1;3;1;1;;;;1=Nenhum estágio ativo\2=Estágio 1 ativo\3=Estágio 2 ativo;1=None active stage\2=Stage1 ativo\3=Stage 2 ativo;;;;Público;Indicação de estágio atual de resfriamento;Indication of ongoing cooling stage;;;;;;;;;Grupos de resfriamento;Cooling groups;;Geral;;Sim;;;;;e223c763e91441a1b738c7611a822a7d;
0527acd925094c9092e66a2c7f2eb8e5;1;R;16;TabLeituraResfriamento;Input register;10501;Analog input;53;0;59942;0;1;s;s;;;;;FEXC;;Público;Indicação de tempo restante para finalizar o exercício do resfriamento;Indication of time remaining for finishing cooling activation;;;;;;;;;;;;Debug;;;;;;;fd7d5814ff6143fbb5efb3d3dc9594ec;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8d2c2cd46ceb48de9b4595423633be79;
e223c763e91441a1b738c7611a822a7d;1;R;Bit;TabLeituraBinDtc;Discrete input;10500;;;0;1;0;1;;;;0=Ruim\1=Boa;0=Bad\1=Good;;OLTD;;Público;Indicação de qualidade da temperatura do óleo usado para diferencial de temperatura do comutador;Indication of quality of oil temperature used for OLTC temperature differential;;;;;;;;;;;;;;;;;;;2861e3d42b49406f9baf61bb6c1d9340;
fd7d5814ff6143fbb5efb3d3dc9594ec;1;R;Bit;TabLeituraBinDtc;Discrete input;10501;;;0;1;0;1;;;;0=Ruim\1=Boa;0=Bad\1=Good;;OLTD;;Público;Indicação de qualidade da temperatura do óleo do comutador;Indication of quality of OLTC oil temperature;;;;;;;;;;;;;;;;;;;84d81445fbdd4147a2b8e14b9eb55453;
8d2c2cd46ceb48de9b4595423633be79;1;R;Bit;TabLeituraBinDtc;Discrete input;10502;;;0;1;0;1;;;;0=Ruim\1=Boa;0=Bad\1=Good;;OLTD;;Público;Indicação de qualidade da temperatura máxima do óleo do comutador;Indication of quality of maximum OLTC oil temperature;;;;;;;;;;;;;;;;;;;c35bf46147c14396883901f7e6c43b86;
2861e3d42b49406f9baf61bb6c1d9340;1;R;Bit;TabLeituraBinDtc;Discrete input;10503;Binary input;85;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;OLTD;;Público;Indicação de alarme por diferencial de temperatura instantâneo do comutador;Indication of alarm by instantaneous temperature differential of OLTC;;;;;;;;;;;;Alarme;;;;;;;0e5c9b3d2ab34d03aad8016c150a17a6;
84d81445fbdd4147a2b8e14b9eb55453;1;R;Bit;TabLeituraBinDtc;Discrete input;10504;Binary input;86;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;OLTD;;Público;Indicação de memória de alarme por diferencial de temperatura instantâneo do comutador;Indication of alarm memory by instantaneous temperature differential of OLTC;;;;;;;;;;;;Debug;;;;;;;2e4641c18bd548768d3248ee319bba49;
c35bf46147c14396883901f7e6c43b86;1;R;Bit;TabLeituraBinDtc;Discrete input;10505;Binary input;87;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;OLTD;;Público;Indicação de alarme por diferencial de temperatura filtrado do comutador;Indication of alarm by filtered temperature differential of OLTC;;;;;;;;;;;;Alarme;;;;;;;f5d01dd95c8b4932b64b91d72630c9a1;
0e5c9b3d2ab34d03aad8016c150a17a6;1;R;Bit;TabLeituraBinDtc;Discrete input;10506;Binary input;88;0;1;0;1;;;;0=Inativo\1=Ativo;0=Inactive\1=Active;;OLTD;;Público;Indicação de memória de alarme por diferencial de temperatura filtrado do comutador;Indication of alarm memory by filtered temperature differential of OLTC;;;;;;;;;;;;Debug;;;;;;;ac4076d59c6e4d5b840b037d8233f034;
