UUID;Teste automático;Modo;Tratamento;Tabela (Modbus);Tipo (Modbus);Registrador (Modbus);Tipo (DNP3);Índice (DNP3);Limite inferior;Limite superior;Valor default;Divisor;Unidade pt;Unidade en;Unidade es;Conversão pt;Conversão en;Conversão es;Opcional;Condicional;Nível de acesso;Descrição pt;Descrição en;Descrição es;Display pt;Display en;Display es;Observações;Funcionalidade pt;Funcionalidade en;Funcionalidade es;Grupo pt;Grupo en;Grupo es;Classificação;Gráfico rápido;Histórico de dados;IEC 61850;Link;CDC
ba4bf2a5c51a4de5a4eab41bfa61db75;1;R;0x0001;;Holding register;4;Binary input;16;0;1;;1;;;;0=Não acionado\1=Acionado;0=Not triggered\1=Triggered;;SPS1;;Público;SPS1 : Indicação de autodiagnóstico por erro de sincronismo entre fases;SPS1 : Indication of self-diagnosis for synchronism error between phases;;SPS1_E01;SPS1_E01;SPS1_E01;;;;;Autodiagnósticos;Self-diagnosis;;Autodiagnóstico;;;SDp_SPS1_$YLTC1$ST$PhSyncErr$stVal;;CDC
b62e094e2a9f4c66b4e417252aa8efe7;1;R;0x0002;;Holding register;4;Binary input;17;0;1;;1;;;;0=Não acionado\1=Acionado;0=Not triggered\1=Triggered;;SPS1;;Público;SPS1 : Indicação de autodiagnóstico por erro de sincronismo entre bancos;SPS1 : Indication of self-diagnosis for synchronism error between banks;;SPS1_E01;SPS1_E01;SPS1_E01;;;;;Autodiagnósticos;Self-diagnosis;;Autodiagnóstico;;;SDp_SPS1_$YLTC1$ST$BnkSyncErr$stVal;;CDC
b2bbb2aef7014683ae0e420e7d44bab9;1;R;0x0004;;Holding register;4;Binary input;18;0;1;;1;;;;0=Não acionado\1=Acionado;0=Not triggered\1=Triggered;;SPS1;;Público;SPS1 : Indicação de autodiagnóstico por erro de programação;SPS1 : Indication of self-diagnosis for programming error;;SPS1_E04;SPS1_E04;SPS1_E04;;;;;Autodiagnósticos;Self-diagnosis;;Autodiagnóstico;;;SDp_SPS1_$YLTC1$ST$PrgErr$stVal;;CDC
caa7207340dd483e8d7e7df0236b8f16;1;R;0x0008;;Holding register;4;Binary input;19;0;1;;1;;;;0=Não acionado\1=Acionado;0=Not triggered\1=Triggered;;SPS1;;Público;SPS1 : Indicação de autodiagnóstico por erro de leitura de tap;SPS1 : Indication of self-diagnosis for tap position reading error;;SPS1_E08;SPS1_E08;SPS1_E08;;;;;Autodiagnósticos;Self-diagnosis;;Autodiagnóstico;;;SDp_SPS1_$YLTC1$ST$PosErr$stVal;;CDC
552ac65e86f44a6189791be65138e0d0;1;R;0x0010;;Holding register;4;Binary input;20;0;1;;1;;;;;;;SPS1;;Público;SPS1 : Indicação de pronto para mudança de tap;SPS1 : Indication of ready to tap changing;;;;;;;;;;;;;;;SDp_SPS1_$YLTC1$ST$RdyChgPos$stVal;;CDC
f2259c9fef2c4b2abd464c282012f37b;1;R;16;;Holding register;5;Analog input;2;2;50;;1;;;;;;;SPS2;;Público;SPS2 : Indicação de posição de tap;SPS2 : Indication of tap position;;;;;ALERTA(Lê valor fora da faixa [63] caso não exista SPS com ADR=2)!!!;;;;Tap;Tap;;Geral;Sim;Sim;SDp_SPS2_$YLTC1$ST$TapPosInd$stVal;;CDC
700affbe32c54465a5ce74381ca20351;1;R;0x0001;;Holding register;6;Binary input;24;0;1;;1;;;;;;;SPS2;;Público;SPS2 : Indicação de modo mestre;SPS2 : Indication of master mode;;SPS2_LED_MESTRE;SPS2_LED_MESTRE;SPS2_LED_MESTRE;;;;;Tap;Tap;;Geral;Sim;Sim;;;CDC
f01366dbe7ae4474993b5527f7d74e50;1;R;0x0002;;Holding register;6;Binary input;25;0;1;;1;;;;;;;SPS2;;Público;SPS2 : Indicação de modo comandado;SPS2 : Indication of follower mode;;SPS2_LED_COMAND.;SPS2_LED_COMAND.;SPS2_LED_COMAND.;;;;;Tap;Tap;;Geral;Sim;Sim;;;CDC
957916db44bf43fb906256cee54bfcbc;1;R;0x0004;;Holding register;6;Binary input;26;0;1;;1;;;;0=Local\1=Remoto;0=Local\1=Remote;0=Local\1=Remoto;SPS2;;Público;SPS2 : Indicação de modo local/remoto;SPS2 : Indication of local/remote mode;;;;;;;;;Modo;Mode;;Geral;;;SDp_SPS2_$YLTC1$ST$Loc$stVal;;CDC
b4b3b81506054615881c6cd5b0ce2fb2;1;R;0x0008;;Holding register;6;Binary input;27;0;1;;1;;;;0=Manual\1=Automático;0=Manual\1=Automatic;0=Manual\1=Automático;SPS2;;Público;SPS2 : Indicação de modo manual/automático;SPS2 : Indication of manual/automatic mode;;SPS2_LED_AUTO/LED_MANUAL;SPS2_LED_AUTO/LED_MANUAL;SPS2_LED_AUTO/LED_MANUAL;;;;;Modo;Mode;;Geral;;;SDp_SPS2_$YLTC1$ST$Auto$stVal;;CDC
06d6c6f210994608a6c8eef1715605c5;1;R;0x0010;;Holding register;6;Binary input;28;0;1;;1;;;;0=Fase\1=Banco;0=Phase\1=Bank;0=Fase\1=Banco;SPS2;;Público;SPS2 : Indicação de modo fase individual/banco;SPS2 : Indication of individual phase/bank;;;;;;;;;;;;;;;SDp_SPS2_$YLTC1$ST$ParOp$stVal;;CDC
e3a74248dbb642b4974e5dbadcb35902;1;R;0x0020;;Holding register;6;Binary input;29;0;1;;1;;;;0=Trifásico\1=Monofásico;0=Three-phase\1=Single-phase;0=Trifásico\1=Monofásico;SPS2;;Público;SPS2 : Indicação de modo trifásico/monofásico;SPS2 : Indication of three-phase/single-phase mode;;;;;;;;;;;;;;;SDp_SPS2_$YLTC1$ST$TrfMod$stVal;;CDC
f6f61d2b43794fc8bdd998297f0ac499;1;R;0x0001;;Holding register;7;Binary input;32;0;1;;1;;;;0=Não acionado\1=Acionado;0=Not triggered\1=Triggered;;SPS2;;Público;SPS2 : Indicação de autodiagnóstico por erro de sincronismo entre fases;SPS2 : Indication of self-diagnosis for synchronism error between phases;;SPS2_E01;SPS2_E01;SPS2_E01;;;;;Autodiagnósticos;Self-diagnosis;;Autodiagnóstico;;;SDp_SPS2_$YLTC1$ST$PhSyncErr$stVal;;CDC
333957199d3c4400bb990b6c4e101cde;1;R;0x0002;;Holding register;7;Binary input;33;0;1;;1;;;;0=Não acionado\1=Acionado;0=Not triggered\1=Triggered;;SPS2;;Público;SPS2 : Indicação de autodiagnóstico por erro de sincronismo entre bancos;SPS2 : Indication of self-diagnosis for synchronism error between banks;;SPS2_E01;SPS2_E01;SPS2_E01;;;;;Autodiagnósticos;Self-diagnosis;;Autodiagnóstico;;;SDp_SPS2_$YLTC1$ST$BnkSyncErr$stVal;;CDC
fa6b78c6975e4728b9df4529ac9801e4;1;R;0x0004;;Holding register;7;Binary input;34;0;1;;1;;;;0=Não acionado\1=Acionado;0=Not triggered\1=Triggered;;SPS2;;Público;SPS2 : Indicação de autodiagnóstico por erro de programação;SPS2 : Indication of self-diagnosis for programming error;;SPS2_E04;SPS2_E04;SPS2_E04;;;;;Autodiagnósticos;Self-diagnosis;;Autodiagnóstico;;;SDp_SPS2_$YLTC1$ST$PrgErr$stVal;;CDC
cf9039554bab4a9fbe2bcdaa92e2e4f9;1;R;0x0008;;Holding register;7;Binary input;35;0;1;;1;;;;0=Não acionado\1=Acionado;0=Not triggered\1=Triggered;;SPS2;;Público;SPS2 : Indicação de autodiagnóstico por erro de leitura de tap;SPS2 : Indication of self-diagnosis for tap position reading error;;SPS2_E08;SPS2_E08;SPS2_E08;;;;;Autodiagnósticos;Self-diagnosis;;Autodiagnóstico;;;SDp_SPS2_$YLTC1$ST$PosErr$stVal;;CDC
6f53b3c4ef4242d08b77bf19626ef5e7;1;R;0x0010;;Holding register;7;Binary input;36;0;1;;1;;;;;;;SPS2;;Público;SPS2 : Indicação de pronto para mudança de tap;SPS2 : Indication of ready to tap changing;;;;;;;;;;;;;;;SDp_SPS2_$YLTC1$ST$RdyChgPos$stVal;;CDC
c467a4b06a4f44b2808b89312927577f;1;R;16;;Holding register;8;Analog input;3;2;50;;1;;;;;;;SPS3;;Público;SPS3 : Indicação de posição de tap;SPS3 : Indication of tap position;;;;;ALERTA(Lê valor fora da faixa [63] caso não exista SPS com ADR=3)!!!;;;;Tap;Tap;;Geral;Sim;Sim;SDp_SPS3_$YLTC1$ST$TapPosInd$stVal;;CDC
bc71266a4181424ca41b59fc54d5c4cf;1;R;0x0001;;Holding register;9;Binary input;40;0;1;;1;;;;;;;SPS3;;Público;SPS3 : Indicação de modo mestre;SPS3 : Indication of master mode;;SPS3_LED_MESTRE;SPS3_LED_MESTRE;SPS3_LED_MESTRE;;;;;Tap;Tap;;Geral;Sim;Sim;SDp_SPS3_$YLTC1$ST$Mstr$stVal;;CDC
a936315441e94bbb8cc78d69576a9543;1;R;0x0002;;Holding register;9;Binary input;41;0;1;;1;;;;;;;SPS3;;Público;SPS3 : Indicação de modo comandado;SPS3 : Indication of follower mode;;SPS3_LED_COMAND.;SPS3_LED_COMAND.;SPS3_LED_COMAND.;;;;;Tap;Tap;;Geral;Sim;Sim;SDp_SPS3_$YLTC1$ST$Flwr$stVal;;CDC
9246e7e1e4d94301b5db102c1a2720a7;1;R;0x0004;;Holding register;9;Binary input;42;0;1;;1;;;;0=Local\1=Remoto;0=Local\1=Remote;0=Local\1=Remoto;SPS3;;Público;SPS3 : Indicação de modo local/remoto;SPS3 : Indication of local/remote mode;;;;;;;;;Modo;Mode;;Geral;;;SDp_SPS3_$YLTC1$ST$Loc$stVal;;CDC
c83304163e064eddbf16e5ff814f6fa6;1;R;0x0008;;Holding register;9;Binary input;43;0;1;;1;;;;0=Manual\1=Automático;0=Manual\1=Automatic;0=Manual\1=Automático;SPS3;;Público;SPS3 : Indicação de modo manual/automático;SPS3 : Indication of manual/automatic mode;;SPS3_LED_AUTO/LED_MANUAL;SPS3_LED_AUTO/LED_MANUAL;SPS3_LED_AUTO/LED_MANUAL;;;;;Modo;Mode;;Geral;;;SDp_SPS3_$YLTC1$ST$Auto$stVal;;CDC
4b0303b685684e26bfa18f5d6cc66d83;1;R;0x0010;;Holding register;9;Binary input;44;0;1;;1;;;;0=Fase\1=Banco;0=Phase\1=Bank;0=Fase\1=Banco;SPS3;;Público;SPS3 : Indicação de modo fase individual/banco;SPS3 : Indication of individual phase/bank;;;;;;;;;;;;;;;;;CDC
56f905b287c6484db2832404df2e9b51;1;R;0x0020;;Holding register;9;Binary input;45;0;1;;1;;;;0=Trifásico\1=Monofásico;0=Three-phase\1=Single-phase;0=Trifásico\1=Monofásico;SPS3;;Público;SPS3 : Indicação de modo trifásico/monofásico;SPS3 : Indication of three-phase/single-phase mode;;;;;;;;;;;;;;;SDp_SPS3_$YLTC1$ST$TrfMod$stVal;;CDC
5fac5f4b22cd40dcbbf47167542a7801;1;R;0x0001;;Holding register;10;Binary input;48;0;1;;1;;;;0=Não acionado\1=Acionado;0=Not triggered\1=Triggered;;SPS3;;Público;SPS3 : Indicação de autodiagnóstico por erro de sincronismo entre fases;SPS3 : Indication of self-diagnosis for synchronism error between phases;;SPS3_E01;SPS3_E01;SPS3_E01;;;;;Autodiagnósticos;Self-diagnosis;;Autodiagnóstico;;;SDp_SPS3_$YLTC1$ST$PhSyncErr$stVal;;CDC
9868d52a11584bdcb5514f4d48dcad51;1;R;0x0002;;Holding register;10;Binary input;49;0;1;;1;;;;0=Não acionado\1=Acionado;0=Not triggered\1=Triggered;;SPS3;;Público;SPS3 : Indicação de autodiagnóstico por erro de sincronismo entre bancos;SPS3 : Indication of self-diagnosis for synchronism error between banks;;SPS3_E01;SPS3_E01;SPS3_E01;;;;;Autodiagnósticos;Self-diagnosis;;Autodiagnóstico;;;SDp_SPS3_$YLTC1$ST$BnkSyncErr$stVal;;CDC
0abc50fc13084e6fb3ad448bb643a1d9;1;R;0x0004;;Holding register;10;Binary input;50;0;1;;1;;;;0=Não acionado\1=Acionado;0=Not triggered\1=Triggered;;SPS3;;Público;SPS3 : Indicação de autodiagnóstico por erro de programação;SPS3 : Indication of self-diagnosis for programming error;;SPS3_E04;SPS3_E04;SPS3_E04;;;;;Autodiagnósticos;Self-diagnosis;;Autodiagnóstico;;;SDp_SPS3_$YLTC1$ST$PrgErr$stVal;;CDC
0ebdbefc6f2b4b25bdd120905bc7ecb4;1;R;0x0008;;Holding register;10;Binary input;51;0;1;;1;;;;0=Não acionado\1=Acionado;0=Not triggered\1=Triggered;;SPS3;;Público;SPS3 : Indicação de autodiagnóstico por erro de leitura de tap;SPS3 : Indication of self-diagnosis for tap position reading error;;SPS3_E08;SPS3_E08;SPS3_E08;;;;;Autodiagnósticos;Self-diagnosis;;Autodiagnóstico;;;SDp_SPS3_$YLTC1$ST$PosErr$stVal;;CDC
88c861eddf1b45fbaef0c82b8b4888c9;1;R;0x0010;;Holding register;10;Binary input;52;0;1;;1;;;;;;;SPS3;;Público;SPS3 : Indicação de pronto para mudança de tap;SPS3 : Indication of ready to tap changing;;;;;;;;;;;;;;;SDp_SPS3_$YLTC1$ST$RdyChgPos$stVal;;CDC
6cb22af939bf4734b4d849b2d533340d;1;R;16;;Holding register;11;Analog input;4;2;50;;1;;;;;;;SPS4;;Público;SPS4 : Indicação de posição de tap;SPS4 : Indication of tap position;;;;;ALERTA(Lê valor fora da faixa [63] caso não exista SPS com ADR=4)!!!;;;;Tap;Tap;;Geral;Sim;Sim;SDp_SPS4_$YLTC1$ST$TapPosInd$stVal;;CDC
895f33397d4b4c0581feabc460d42f55;1;R;0x0001;;Holding register;12;Binary input;56;0;1;;1;;;;;;;SPS4;;Público;SPS4 : Indicação de modo mestre;SPS4 : Indication of master mode;;SPS4_LED_MESTRE;SPS4_LED_MESTRE;SPS4_LED_MESTRE;;;;;Tap;Tap;;Geral;Sim;Sim;;;CDC
a43c56cbda9a44708b0a0581c866da4b;1;R;0x0002;;Holding register;12;Binary input;57;0;1;;1;;;;;;;SPS4;;Público;SPS4 : Indicação de modo comandado;SPS4 : Indication of follower mode;;SPS4_LED_COMAND.;SPS4_LED_COMAND.;SPS4_LED_COMAND.;;;;;Tap;Tap;;Geral;Sim;Sim;;;CDC
fb3c5d659b6e4af6a7e3b5d067fcaf7a;1;R;0x0004;;Holding register;12;Binary input;58;0;1;;1;;;;0=Local\1=Remoto;0=Local\1=Remote;0=Local\1=Remoto;SPS4;;Público;SPS4 : Indicação de modo local/remoto;SPS4 : Indication of local/remote mode;;;;;;;;;Modo;Mode;;Geral;;;SDp_SPS4_$YLTC1$ST$Loc$stVal;;CDC
abc2902796894b48908cdea1834fc654;1;R;0x0008;;Holding register;12;Binary input;59;0;1;;1;;;;0=Manual\1=Automático;0=Manual\1=Automatic;0=Manual\1=Automático;SPS4;;Público;SPS4 : Indicação de modo manual/automático;SPS4 : Indication of manual/automatic mode;;SPS4_LED_AUTO/LED_MANUAL;SPS4_LED_AUTO/LED_MANUAL;SPS4_LED_AUTO/LED_MANUAL;;;;;Modo;Mode;;Geral;;;SDp_SPS4_$YLTC1$ST$Auto$stVal;;CDC
8e1db18a0ac949bfabc60f430a0d6150;1;R;0x0010;;Holding register;12;Binary input;60;0;1;;1;;;;0=Fase\1=Banco;0=Phase\1=Bank;0=Fase\1=Banco;SPS4;;Público;SPS4 : Indicação de modo fase individual/banco;SPS4 : Indication of individual phase/bank;;;;;;;;;;;;;;;SDp_SPS4_$YLTC1$ST$ParOp$stVal;;CDC
2dfa76e2632d4588b74d46f54e7367e5;1;R;0x0020;;Holding register;12;Binary input;61;0;1;;1;;;;0=Trifásico\1=Monofásico;0=Three-phase\1=Single-phase;0=Trifásico\1=Monofásico;SPS4;;Público;SPS4 : Indicação de modo trifásico/monofásico;SPS4 : Indication of three-phase/single-phase mode;;;;;;;;;;;;;;;SDp_SPS4_$YLTC1$ST$TrfMod$stVal;;CDC
1a96512133d345fcac1331fcdc2758ee;1;R;0x0001;;Holding register;13;Binary input;64;0;1;;1;;;;0=Não acionado\1=Acionado;0=Not triggered\1=Triggered;;SPS4;;Público;SPS4 : Indicação de autodiagnóstico por erro de sincronismo entre fases;SPS4 : Indication of self-diagnosis for synchronism error between phases;;SPS4_E01;SPS4_E01;SPS4_E01;;;;;Autodiagnósticos;Self-diagnosis;;Autodiagnóstico;;;SDp_SPS4_$YLTC1$ST$PhSyncErr$stVal;;CDC
b0f651f6dcaf488a81e6e53674917194;1;R;0x0002;;Holding register;13;Binary input;65;0;1;;1;;;;0=Não acionado\1=Acionado;0=Not triggered\1=Triggered;;SPS4;;Público;SPS4 : Indicação de autodiagnóstico por erro de sincronismo entre bancos;SPS4 : Indication of self-diagnosis for synchronism error between banks;;SPS4_E01;SPS4_E01;SPS4_E01;;;;;Autodiagnósticos;Self-diagnosis;;Autodiagnóstico;;;SDp_SPS4_$YLTC1$ST$BnkSyncErr$stVal;;CDC
