UUID;Teste automático;Modo;Tratamento;Tabela (Modbus);Tipo (Modbus);Registrador (Modbus);Tipo (DNP3);Índice (DNP3);Limite inferior;Limite superior;Valor default;Divisor;Unidade pt;Unidade en;Unidade es;Conversão pt;Conversão en;Conversão es;Opcional;Condicional;Nível de acesso;Descrição pt;Descrição en;Descrição es;Display pt;Display en;Display es;Observações;Funcionalidade pt;Funcionalidade en;Funcionalidade es;Grupo pt;Grupo en;Grupo es;Classificação;Gráfico rápido;Histórico de dados;IEC 61850;Link;CDC
efba1bc546354b6abe178f4d5b8ea6e9;1;R;0x0001;;Holding register;0;;;0;1;;1;;;;;;;;;Público;Indicação de versão do produto - DM1;Indication of product version - DM1;Indicación de versión del producto - DM1;;;;;;;;Informações do IED;IED informations;;Debug;;;;;
946052a5d00a4ff1b1fecdfeb409ba57;1;R;0x0002;;Holding register;0;;;0;1;;1;;;;;;;;;Público;Indicação de versão do produto - DM2;Indication of product version - DM2;Indicación de versión del producto - DM2;;;;;;;;Informações do IED;IED informations;;Debug;;;;;
479981bda2774e4abcb5f03d03a34826;1;R;0x0004;;Holding register;0;;;0;1;;1;;;;;;;;;Público;Indicação de versão do produto - DM3;Indication of product version - DM3;Indicación de versión del producto - DM3;;;;;;;;Informações do IED;IED informations;;Debug;;;;;
62c646f7b6fe49969c51605eb9d8fa03;1;R;0x0008;;Holding register;0;Binary input;3;0;1;;1;;;;;;;;;Público;Indicação de placa master (I1 a I8) existente - Módulo com 8 entradas;Indication of existing master board (Y1 to Y8) - 8 inputs module;Indicación de placa master (Y1 a Y8) existente - módulo con 8 entradas;;;;;;;;Informações do IED;IED informations;;Debug;;;;;
7dee9c348d6949b1b86e10073b0e6a55;1;R;0x0010;;Holding register;0;Binary input;4;0;1;;1;;;;;;;;;Público;Indicação de placa slave 1 (I9 a I16) existente - Módulo com 16 entradas;Indication of existing slave board 1 (Y9 to Y16) - 16 inputs module;Indicación de placa slave 1 (Y9 a Y16) existente - módulo con 16 entradas;;;;;;;;Informações do IED;IED informations;;Debug;;;;;
fd0cc3b526bb4a919a424e120314fef8;1;R;0x0020;;Holding register;0;Binary input;5;0;1;;1;;;;;;;;;Público;Indicação de placa slave 2 (I17 a I24) existente - Módulo com 24 entradas;Indication of existing slave board 2 (Y17 to Y24) - 24 inputs module;Indicación de placa slave 2 (Y17 a Y24) existente - módulo con 24 entradas;;;;;;;;Informações do IED;IED informations;;Debug;;;;;
e29dffde1bdf4748868d55709cd8d31f;1;R;0x0040;;Holding register;0;Binary input;6;0;1;;1;;;;0=Não acionado\1=Acionado;0=Not triggered\1=Triggered;0=No accionado\1=Accionado;;;Público;Indicação de autodiagnóstico de falha interna na placa slave 1;Indication of internal failure on slave board 1 self-diagnosis;Indicación de autodiagnóstico de falla interna en la placa slave 1;;;;;;;;Autodiagnósticos;;;Autodiagnóstico;;;;;
7e34224665a84834a39355bd09f79cc9;1;R;0x0080;;Holding register;0;Binary input;7;0;1;;1;;;;0=Não acionado\1=Acionado;0=Not triggered\1=Triggered;0=No accionado\1=Accionado;;;Público;Indicação de autodiagnóstico de falha interna na placa slave 2;Indication of internal failure on slave board 2 self-diagnosis;Indicación de autodiagnóstico de falla interna en la placa slave 2;;;;;;;;Autodiagnósticos;;;Autodiagnóstico;;;;;
44ef3bf206a34b79b91d2ca96d1f9abb;1;R;16;;Holding register;1;Analog input;0;0;4095;;1;;;;;;;;;Público;Indicação de valor lido na entrada analógica I1;Indication of value read on analog input I1;Indicación de valor leído en la entrada analogica 1;;;;;;;;Grupo de entradas 1;Input group 1;;Geral;Sim;Sim;SDp_DM2_$GGIO1$MX$Ind1$mag$f \ SDp_DM2_$GGIO1$MX$Ind1$mag$i;;
924dd52c00ea4c29ae8abb07ed37f278;1;R;16;;Holding register;2;Analog input;1;0;4095;;1;;;;;;;;;Público;Indicação de valor lido na entrada analógica I2;Indication of value read on analog input I2;Indicación de valor leído en la entrada analogica 2;;;;;;;;Grupo de entradas 1;Input group 1;;Geral;Sim;Sim;SDp_DM2_$GGIO1$MX$Ind2$mag$f \ SDp_DM2_$GGIO1$MX$Ind2$mag$i;;
